borrower_id,age,gender,state,business_sector,years_in_business,monthly_income_ngn,pos_txn_count_monthly,pos_txn_volume_ngn_monthly,loan_amount_ngn,loan_tenor_months,interest_rate_monthly_pct,existing_loans_count,collateral_provided,has_bank_account,urban_rural,loan_channel,trade_association_member,mobile_money_active,sim_tenure_months,repayment_history_score,defaulted
BRW110027,52,Male,Edo,Electronics/Phone Accessories,2.8,108100,36,166600,200000,9,7.99,1,1,0,Urban,POS Agent,0,1,33,62.9,0
BRW110028,54,Female,Ogun,Agriculture,3.9,58000,53,261600,110000,12,7.21,2,1,1,Rural,Mobile App,1,0,28,96.2,0
BRW110029,27,Male,Abuja (FCT),Artisan/Repairs,5.2,43400,84,116700,64000,3,3.05,0,1,1,Urban,Mobile App,0,1,70,90.8,0
BRW110030,21,Male,Kwara,Transport/Logistics,19.0,81200,280,1641100,39000,9,9.31,0,1,0,Urban,Bank Branch,1,1,17,43.2,1
BRW110031,31,Male,Delta,Electronics/Phone Accessories,3.6,59000,57,122700,41000,3,10.61,0,0,1,Urban,Mobile App,0,1,18,82.0,0
BRW110032,59,Female,Delta,Agriculture,1.9,38600,35,40600,36000,9,9.67,0,1,1,Rural,Mobile App,1,0,97,57.7,0
BRW110033,42,Male,Delta,Fashion & Tailoring,9.7,16000,146,249900,17000,9,11.12,1,0,1,Urban,Bank Branch,1,0,58,26.5,0
BRW110034,55,Female,Osun,Transport/Logistics,13.9,176900,214,851900,370000,6,4.07,0,0,1,Urban,Mobile App,0,0,17,59.2,0
BRW110035,41,Male,Abuja (FCT),Services (Salon/Barbing etc.),3.3,89900,55,263500,35000,3,9.27,1,0,1,Rural,Mobile App,0,0,39,68.7,0
BRW110036,41,Male,Lagos,Services (Salon/Barbing etc.),5.4,71200,87,485800,71000,12,7.46,0,0,1,Rural,POS Agent,1,0,26,53.7,0
BRW110037,46,Male,Abuja (FCT),Food & Provisions,3.6,51600,63,319200,80000,9,6.89,2,1,1,Rural,POS Agent,0,1,39,52.0,0
BRW110038,64,Male,Rivers,Fashion & Tailoring,5.5,142000,80,397600,98000,6,3.65,2,0,1,Rural,POS Agent,1,1,50,50.3,0
BRW110039,38,Male,Plateau,Agriculture,6.6,81400,99,204900,99000,1,6.77,1,0,1,Urban,POS Agent,0,0,17,81.3,0
BRW110040,46,Female,Kaduna,Food & Provisions,4.7,23200,73,152000,39000,2,4.82,0,0,1,Rural,Mobile App,1,1,30,53.2,0
BRW110041,62,Male,Edo,Electronics/Phone Accessories,8.9,43400,153,315200,100000,12,9.88,3,1,1,Urban,POS Agent,0,1,22,57.2,0
BRW110042,35,Female,Abuja (FCT),Agriculture,4.6,75700,57,177700,48000,2,3.32,0,1,0,Urban,Bank Branch,0,1,129,54.4,0
BRW110043,58,Male,Kaduna,Electronics/Phone Accessories,1.8,97000,23,21100,177000,3,11.9,0,0,1,Urban,Mobile App,1,1,93,78.6,0
BRW110044,43,Male,Osun,Fashion & Tailoring,8.4,42500,122,343500,33000,3,9.11,2,1,1,Urban,Bank Branch,0,1,20,43.4,0
BRW110045,60,Female,Enugu,Trading/Retail,8.8,115700,153,265300,235000,12,11.77,0,1,1,Rural,POS Agent,1,0,32,76.7,0
BRW110046,40,Female,Ogun,Artisan/Repairs,0.4,24000,5,12900,22000,6,6.7,0,0,1,Urban,Bank Branch,0,1,97,87.0,0
BRW110047,48,Male,Anambra,Food & Provisions,14.8,43300,222,784700,30000,6,9.55,0,0,1,Rural,Mobile App,0,1,79,78.5,0
BRW110048,33,Male,Kaduna,Artisan/Repairs,1.7,44300,33,186100,111000,6,7.92,0,1,1,Urban,Mobile App,0,1,15,61.5,0
BRW110049,48,Female,Kano,Electronics/Phone Accessories,3.3,84200,52,111600,117000,3,4.26,1,1,1,Urban,Bank Branch,0,0,20,55.3,1
BRW110050,33,Male,Osun,Agriculture,2.8,102200,42,149800,40000,3,7.83,0,0,1,Rural,Cooperative (Esusu/Ajo),0,0,74,73.0,0
BRW110051,47,Female,Kwara,Transport/Logistics,2.0,100900,36,191300,33000,1,4.37,1,0,1,Urban,POS Agent,0,1,12,97.2,0
BRW110052,55,Female,Kwara,Fashion & Tailoring,4.9,23200,69,345800,14000,6,11.78,1,1,1,Urban,POS Agent,0,1,44,72.0,0
BRW110053,38,Male,Plateau,Food & Provisions,1.2,54000,13,71900,106000,2,7.02,1,1,1,Rural,Bank Branch,0,0,35,71.5,0
BRW110054,38,Female,Delta,Fashion & Tailoring,4.1,21500,48,73500,22000,2,9.4,2,0,0,Urban,POS Agent,0,1,46,45.9,0
BRW110055,33,Male,Osun,Agriculture,6.9,50900,115,598000,71000,3,5.58,0,0,1,Rural,Mobile App,0,0,91,53.2,0
BRW110056,53,Female,Osun,Transport/Logistics,3.7,124700,68,350400,60000,9,9.77,0,1,1,Urban,POS Agent,0,1,24,83.1,0
BRW110057,46,Female,Oyo,Food & Provisions,9.8,151900,152,768200,297000,6,6.0,0,1,1,Rural,Cooperative (Esusu/Ajo),0,1,27,67.0,0
BRW110058,42,Female,Anambra,Services (Salon/Barbing etc.),1.2,65000,9,30200,132000,3,8.36,0,0,1,Urban,Mobile App,0,1,39,84.1,0
BRW110059,19,Female,Kano,Food & Provisions,2.7,58600,47,103200,113000,1,7.17,2,0,1,Rural,Bank Branch,0,0,57,63.4,1
BRW110060,23,Female,Edo,Transport/Logistics,1.8,45400,28,75600,99000,2,8.33,2,0,0,Urban,Mobile App,0,0,1,52.6,0
BRW110061,18,Male,Kano,Artisan/Repairs,6.5,49300,85,310900,17000,9,9.13,0,0,1,Urban,POS Agent,0,1,6,53.2,0
BRW110062,58,Male,Abuja (FCT),Trading/Retail,3.9,111100,66,267500,199000,3,5.93,2,0,0,Rural,Mobile App,0,1,33,43.2,1
BRW110063,58,Male,Kwara,Food & Provisions,2.9,31000,44,91300,62000,6,6.6,0,0,1,Rural,Cooperative (Esusu/Ajo),1,0,37,90.3,0
BRW110064,21,Male,Ogun,Transport/Logistics,7.1,43000,101,131300,65000,3,6.05,1,0,0,Urban,Cooperative (Esusu/Ajo),1,1,83,57.0,0
BRW110065,20,Female,Delta,Artisan/Repairs,11.4,50300,180,777600,100000,6,9.58,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,151,46.2,0
BRW110066,55,Male,Osun,Trading/Retail,5.4,33700,78,63800,24000,12,4.24,0,0,1,Urban,POS Agent,1,1,33,96.0,1
BRW110067,43,Female,Abuja (FCT),Trading/Retail,7.9,65600,110,141100,118000,6,10.14,0,0,1,Urban,Mobile App,0,0,18,26.3,0
BRW110068,32,Male,Anambra,Services (Salon/Barbing etc.),0.3,116400,3,6100,200000,12,6.59,0,1,1,Urban,Cooperative (Esusu/Ajo),0,0,31,84.2,0
BRW110069,47,Male,Plateau,Services (Salon/Barbing etc.),5.5,70100,87,110000,112000,3,10.79,0,1,1,Urban,POS Agent,1,1,35,94.3,0
BRW110070,29,Male,Lagos,Food & Provisions,17.1,33700,236,781000,70000,12,10.25,1,1,1,Urban,Mobile App,1,1,26,44.7,0
BRW110071,27,Female,Oyo,Trading/Retail,5.5,32700,86,374500,42000,6,6.17,0,1,1,Urban,POS Agent,0,1,110,66.9,0
BRW110072,35,Male,Kaduna,Fashion & Tailoring,5.7,24500,95,190700,46000,1,4.88,2,0,1,Urban,Mobile App,0,0,73,35.4,1
BRW110073,60,Male,Ogun,Artisan/Repairs,4.9,46400,76,446800,46000,2,3.24,0,0,0,Urban,POS Agent,0,0,41,44.6,0
BRW110074,54,Male,Edo,Artisan/Repairs,3.4,31100,55,92200,15000,1,9.27,2,0,1,Urban,Bank Branch,0,1,30,70.6,0
BRW110075,27,Female,Kwara,Services (Salon/Barbing etc.),3.0,56200,38,216800,26000,9,8.03,1,0,1,Rural,POS Agent,1,1,27,42.1,0
BRW110076,44,Male,Lagos,Transport/Logistics,3.7,33400,57,68900,50000,1,10.77,0,1,0,Urban,Cooperative (Esusu/Ajo),0,0,62,59.8,1
BRW110077,60,Female,Oyo,Services (Salon/Barbing etc.),5.3,22700,78,367200,33000,3,3.33,1,0,1,Urban,POS Agent,1,1,38,93.4,0
BRW110078,63,Male,Kwara,Agriculture,1.6,16900,28,97100,11000,1,7.67,0,1,0,Urban,Bank Branch,1,1,25,70.3,0
BRW110079,54,Male,Enugu,Agriculture,3.6,69300,51,278400,105000,6,9.42,0,0,1,Rural,Mobile App,0,0,68,75.9,0
BRW110080,24,Female,Kaduna,Fashion & Tailoring,7.7,22800,133,302200,56000,2,9.07,0,0,1,Urban,POS Agent,1,1,61,88.5,0
BRW110081,29,Female,Anambra,Services (Salon/Barbing etc.),3.7,64400,52,148200,36000,6,7.86,2,0,1,Urban,POS Agent,1,1,34,84.8,0
BRW110082,28,Female,Delta,Electronics/Phone Accessories,2.9,34300,48,275300,36000,9,11.92,0,0,1,Rural,Cooperative (Esusu/Ajo),1,1,40,77.0,0
BRW110083,25,Male,Delta,Trading/Retail,5.3,56600,67,132700,131000,12,3.56,1,1,1,Urban,POS Agent,0,0,25,59.9,0
BRW110084,26,Female,Kwara,Agriculture,0.8,47700,11,13500,100000,2,4.24,1,0,1,Urban,POS Agent,0,1,21,71.8,1
BRW110085,33,Female,Osun,Trading/Retail,3.4,53200,49,285200,111000,1,5.5,0,0,1,Urban,POS Agent,0,1,107,59.0,1
BRW110086,44,Female,Kwara,Services (Salon/Barbing etc.),1.5,82900,22,81300,86000,1,11.39,0,0,0,Urban,POS Agent,0,0,63,69.1,0
BRW110087,37,Male,Kano,Services (Salon/Barbing etc.),4.5,33200,74,378200,29000,3,4.19,1,0,1,Urban,Mobile App,0,1,69,60.9,0
BRW110088,38,Male,Ogun,Electronics/Phone Accessories,2.6,111100,43,161800,184000,1,7.38,1,1,1,Urban,Bank Branch,1,1,25,61.8,1
BRW110089,29,Male,Anambra,Agriculture,5.4,74600,87,281900,129000,6,10.38,0,0,1,Urban,POS Agent,1,1,15,74.7,0
BRW110090,25,Female,Delta,Transport/Logistics,3.4,40700,43,135700,85000,2,4.76,1,0,1,Rural,POS Agent,0,0,71,52.3,1
BRW110091,65,Female,Osun,Food & Provisions,5.9,43100,97,324000,33000,3,8.56,1,0,1,Rural,Mobile App,1,1,154,81.8,0
BRW110092,46,Male,Anambra,Electronics/Phone Accessories,4.1,52200,77,363800,51000,12,3.88,0,0,1,Urban,POS Agent,0,1,17,29.2,0
BRW110093,29,Male,Kaduna,Electronics/Phone Accessories,1.4,38700,19,17000,70000,3,11.31,1,0,1,Rural,POS Agent,1,0,10,70.0,0
BRW110094,56,Male,Plateau,Services (Salon/Barbing etc.),1.5,18800,18,58500,38000,12,6.28,2,0,1,Rural,POS Agent,0,0,14,78.2,0
BRW110095,57,Male,Abuja (FCT),Agriculture,1.1,28600,20,27400,43000,3,6.15,1,1,1,Rural,Mobile App,0,0,28,79.1,0
BRW110096,64,Female,Anambra,Fashion & Tailoring,4.8,28500,74,275600,16000,3,5.12,0,0,1,Rural,POS Agent,1,1,9,28.0,1
BRW110097,25,Male,Osun,Services (Salon/Barbing etc.),2.8,43900,43,113700,98000,9,11.29,1,0,1,Urban,POS Agent,1,1,114,95.1,0
BRW110098,48,Male,Kaduna,Transport/Logistics,2.9,25100,34,71700,21000,12,4.92,0,0,1,Urban,POS Agent,0,1,56,53.7,0
BRW110099,65,Male,Oyo,Transport/Logistics,7.1,77300,106,431000,80000,3,7.91,0,0,1,Urban,POS Agent,0,1,35,71.1,0
BRW110100,56,Male,Lagos,Trading/Retail,8.0,52600,99,148800,54000,2,8.47,1,1,1,Urban,Mobile App,0,0,43,52.6,0
BRW110101,28,Female,Kano,Food & Provisions,4.2,39000,73,379800,47000,6,10.94,1,0,1,Urban,Cooperative (Esusu/Ajo),1,1,175,54.9,0
BRW110102,60,Male,Plateau,Electronics/Phone Accessories,1.4,31200,18,55000,49000,3,10.13,0,0,1,Rural,Mobile App,0,0,23,60.3,0
BRW110103,38,Female,Kano,Food & Provisions,4.3,49500,59,60800,90000,3,6.98,0,0,0,Rural,Mobile App,1,0,13,79.5,0
BRW110104,41,Female,Abuja (FCT),Electronics/Phone Accessories,8.7,82000,139,370500,35000,3,4.87,0,0,1,Urban,POS Agent,0,1,81,58.6,0
BRW110105,44,Female,Kano,Food & Provisions,2.1,17400,27,83000,27000,12,4.13,1,1,1,Urban,Mobile App,0,0,51,57.7,0
BRW110106,55,Male,Oyo,Services (Salon/Barbing etc.),7.2,21400,109,109800,14000,3,8.37,2,0,1,Urban,Cooperative (Esusu/Ajo),0,1,27,62.8,0
BRW110107,23,Female,Kaduna,Services (Salon/Barbing etc.),8.1,27800,114,345600,60000,6,11.86,0,1,0,Urban,Bank Branch,1,1,20,70.0,0
BRW110108,43,Female,Oyo,Transport/Logistics,9.1,23800,117,390400,10000,3,3.2,0,0,0,Urban,POS Agent,0,1,74,56.8,0
BRW110109,57,Male,Kano,Services (Salon/Barbing etc.),4.5,22100,69,238400,54000,1,4.51,0,0,1,Urban,POS Agent,1,1,81,86.9,0
BRW110110,44,Female,Osun,Trading/Retail,5.3,49200,75,366400,45000,1,6.96,0,0,1,Urban,Bank Branch,0,0,35,61.2,0
BRW110111,31,Male,Ogun,Fashion & Tailoring,2.2,47900,26,120800,110000,9,3.89,1,0,1,Urban,POS Agent,0,1,23,77.8,0
BRW110112,20,Male,Ogun,Trading/Retail,2.4,39700,51,139300,41000,2,5.18,0,1,1,Urban,Cooperative (Esusu/Ajo),0,1,62,65.6,0
BRW110113,44,Male,Abuja (FCT),Artisan/Repairs,3.4,54600,55,267300,64000,6,11.45,0,0,1,Urban,Mobile App,0,0,13,84.2,0
BRW110114,51,Female,Plateau,Fashion & Tailoring,0.4,46800,4,4900,62000,1,4.3,0,0,1,Urban,Bank Branch,0,0,44,69.0,1
BRW110115,44,Male,Kaduna,Transport/Logistics,1.1,32200,20,101000,56000,3,5.67,0,0,1,Rural,POS Agent,0,0,107,59.1,0
BRW110116,65,Male,Anambra,Services (Salon/Barbing etc.),5.3,38600,72,379000,70000,1,11.88,1,0,1,Rural,Cooperative (Esusu/Ajo),1,0,53,73.2,1
BRW110117,46,Male,Anambra,Artisan/Repairs,8.4,55100,119,591800,69000,3,9.11,1,1,1,Urban,Cooperative (Esusu/Ajo),0,0,96,67.7,0
BRW110118,42,Male,Oyo,Artisan/Repairs,2.5,25100,28,159600,50000,2,8.36,1,0,1,Rural,Bank Branch,0,0,64,54.5,0
BRW110119,20,Male,Kano,Trading/Retail,1.0,57600,9,19300,54000,9,5.95,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,44,78.9,0
BRW110120,44,Female,Plateau,Transport/Logistics,4.8,15000,53,59600,26000,3,4.35,1,0,1,Rural,POS Agent,0,0,44,80.8,0
BRW110121,26,Male,Edo,Fashion & Tailoring,2.7,48100,43,215700,110000,2,4.02,0,1,1,Urban,POS Agent,0,1,41,88.6,0
BRW110122,52,Female,Edo,Electronics/Phone Accessories,3.2,58300,49,244000,65000,3,7.08,2,0,1,Urban,Cooperative (Esusu/Ajo),1,1,24,90.2,0
BRW110123,25,Female,Kaduna,Fashion & Tailoring,3.3,28800,43,104700,59000,3,10.69,1,0,1,Urban,Mobile App,0,0,53,83.3,0
BRW110124,61,Female,Edo,Artisan/Repairs,2.1,88000,31,96700,89000,3,5.09,0,0,1,Rural,POS Agent,0,0,7,75.6,0
BRW110125,32,Female,Kano,Transport/Logistics,1.7,91900,24,87000,90000,1,8.55,0,0,1,Rural,POS Agent,0,0,45,52.8,1
BRW110126,38,Male,Kano,Fashion & Tailoring,12.3,55000,194,178200,126000,1,9.19,1,1,1,Urban,POS Agent,0,1,37,63.5,0
BRW110127,24,Female,Osun,Agriculture,6.8,119400,116,636600,76000,1,11.34,2,1,0,Urban,Mobile App,0,1,49,66.0,0
BRW110128,28,Male,Oyo,Fashion & Tailoring,6.3,31500,103,541700,10000,2,7.68,1,0,1,Urban,POS Agent,0,0,93,57.9,0
BRW110129,62,Male,Abuja (FCT),Transport/Logistics,0.1,79500,4,19900,84000,2,11.25,1,1,1,Urban,Bank Branch,1,0,11,100.0,0
BRW110130,31,Male,Oyo,Electronics/Phone Accessories,1.5,106600,20,60200,156000,3,9.09,4,1,1,Urban,Bank Branch,0,1,67,73.1,0
BRW110131,42,Female,Edo,Electronics/Phone Accessories,6.0,26200,89,189100,22000,3,10.14,1,0,1,Urban,Bank Branch,0,0,35,99.0,0
BRW110132,65,Female,Delta,Fashion & Tailoring,0.9,51100,13,68000,126000,6,4.55,2,0,1,Urban,Mobile App,0,1,67,72.3,0
BRW110133,47,Male,Abuja (FCT),Trading/Retail,3.7,21700,64,141800,35000,3,7.15,6,0,1,Rural,Bank Branch,1,1,35,56.8,0
BRW110134,19,Female,Osun,Agriculture,3.8,77600,65,207700,159000,3,3.31,0,0,1,Urban,Mobile App,0,1,17,90.5,0
BRW110135,35,Male,Ogun,Transport/Logistics,2.6,122600,41,74600,251000,1,3.44,0,0,1,Urban,POS Agent,0,1,31,89.3,1
BRW110136,36,Male,Plateau,Food & Provisions,4.9,36300,63,198900,74000,9,8.54,0,0,0,Urban,Mobile App,1,0,20,68.7,0
BRW110137,31,Male,Kaduna,Agriculture,2.2,48100,36,150000,25000,6,7.52,0,0,1,Urban,Bank Branch,1,1,53,84.0,0
BRW110138,29,Female,Osun,Agriculture,2.2,37000,40,42900,52000,1,8.76,1,0,1,Rural,POS Agent,1,0,15,89.0,0
BRW110139,42,Male,Anambra,Transport/Logistics,1.4,193100,22,47800,338000,2,7.8,1,1,1,Rural,Cooperative (Esusu/Ajo),0,0,27,77.6,0
BRW110140,36,Male,Kwara,Fashion & Tailoring,9.1,29700,146,190300,18000,9,4.63,0,0,0,Rural,POS Agent,0,0,47,24.5,0
BRW110141,32,Male,Kwara,Agriculture,1.6,29700,27,81400,42000,3,11.28,2,1,1,Rural,Cooperative (Esusu/Ajo),0,0,18,91.2,0
BRW110142,37,Female,Delta,Food & Provisions,2.4,66600,31,28600,111000,6,7.76,0,0,1,Rural,POS Agent,0,0,73,85.5,0
BRW110143,34,Female,Osun,Electronics/Phone Accessories,3.5,46700,48,108100,55000,3,11.49,2,0,1,Rural,POS Agent,0,0,31,88.1,1
BRW110144,28,Male,Edo,Services (Salon/Barbing etc.),2.7,195200,39,61700,312000,1,11.09,3,0,1,Urban,Bank Branch,1,1,128,48.7,0
BRW110145,39,Female,Delta,Fashion & Tailoring,9.2,146100,154,274300,269000,1,6.26,1,0,1,Urban,Mobile App,1,1,20,65.8,1
BRW110146,63,Female,Oyo,Services (Salon/Barbing etc.),7.0,68800,112,370300,165000,3,5.08,1,0,1,Urban,Mobile App,0,1,24,76.2,0
BRW110147,42,Male,Ogun,Electronics/Phone Accessories,3.3,81800,44,247800,157000,1,10.72,2,0,1,Urban,POS Agent,0,1,54,59.3,1
BRW110148,46,Male,Lagos,Fashion & Tailoring,3.3,73300,46,187300,157000,9,11.31,1,0,1,Rural,Mobile App,0,1,58,52.3,0
BRW110149,65,Female,Abuja (FCT),Trading/Retail,1.9,87100,38,227900,127000,6,3.31,2,0,1,Urban,POS Agent,1,1,17,71.0,0
BRW110150,47,Male,Delta,Agriculture,0.3,65400,6,24600,116000,6,11.57,1,1,1,Rural,Mobile App,0,0,84,76.0,0
BRW110151,28,Male,Edo,Services (Salon/Barbing etc.),0.9,28100,11,47300,19000,3,3.07,1,1,0,Urban,Cooperative (Esusu/Ajo),0,0,35,75.6,0
BRW110152,37,Female,Delta,Trading/Retail,8.9,31200,140,817600,77000,9,8.62,1,0,1,Urban,Bank Branch,1,1,64,74.2,0
BRW110153,41,Female,Oyo,Fashion & Tailoring,5.4,83600,79,164700,185000,3,8.22,0,0,0,Rural,Cooperative (Esusu/Ajo),0,1,62,56.5,1
BRW110154,40,Female,Osun,Electronics/Phone Accessories,2.3,37200,26,128400,84000,12,9.63,1,0,0,Urban,Mobile App,0,1,40,65.9,0
BRW110155,25,Female,Anambra,Agriculture,4.8,102600,72,258600,42000,3,8.39,0,0,0,Urban,Mobile App,0,1,82,58.4,0
BRW110156,23,Male,Edo,Food & Provisions,14.7,73100,209,277100,77000,3,11.44,0,1,0,Urban,Mobile App,0,1,15,97.3,0
BRW110157,34,Female,Kano,Electronics/Phone Accessories,5.8,25500,90,96100,19000,3,3.57,0,0,0,Rural,Bank Branch,1,0,16,100.0,0
BRW110158,61,Male,Delta,Services (Salon/Barbing etc.),1.3,26100,21,46400,32000,9,11.31,0,1,1,Urban,Mobile App,1,0,39,100.0,0
BRW110159,52,Female,Ogun,Fashion & Tailoring,3.0,23900,57,162500,37000,6,11.67,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,69,43.9,0
BRW110160,58,Male,Plateau,Agriculture,5.0,75500,85,193500,139000,6,5.62,1,0,1,Urban,Mobile App,0,1,45,78.9,0
BRW110161,26,Male,Abuja (FCT),Transport/Logistics,8.3,93000,108,343000,51000,3,11.91,1,1,1,Urban,Bank Branch,0,1,46,73.8,0
BRW110162,37,Male,Osun,Fashion & Tailoring,3.7,39600,51,222600,84000,9,10.01,1,0,1,Rural,Mobile App,0,0,18,63.6,0
BRW110163,45,Female,Kaduna,Artisan/Repairs,3.1,48900,52,208900,61000,3,7.79,1,1,1,Urban,Bank Branch,1,0,97,59.1,0
BRW110164,38,Male,Edo,Artisan/Repairs,2.2,58500,43,102500,80000,9,11.97,0,0,1,Rural,Mobile App,0,0,35,29.4,0
BRW110165,38,Female,Delta,Food & Provisions,1.0,79300,20,115900,37000,6,9.17,0,0,1,Urban,Mobile App,0,1,47,89.1,0
BRW110166,35,Male,Oyo,Food & Provisions,6.2,40500,100,315700,70000,12,3.63,0,1,0,Rural,POS Agent,1,0,70,68.1,0
BRW110167,20,Male,Kaduna,Trading/Retail,3.0,62200,49,132600,117000,6,7.45,1,0,1,Rural,Mobile App,0,1,164,52.4,0
BRW110168,59,Female,Edo,Artisan/Repairs,1.0,47100,12,28400,106000,3,8.2,0,1,1,Rural,POS Agent,0,0,158,57.7,0
BRW110169,62,Male,Rivers,Electronics/Phone Accessories,2.0,20800,26,73100,16000,1,8.06,0,1,1,Rural,POS Agent,0,1,32,86.6,0
BRW110170,21,Female,Ogun,Electronics/Phone Accessories,4.3,104000,64,91500,100000,6,10.33,1,1,0,Urban,POS Agent,1,1,67,81.7,0
BRW110171,37,Female,Abuja (FCT),Artisan/Repairs,3.8,58300,63,170400,32000,3,7.8,1,0,1,Urban,Mobile App,0,0,35,41.7,1
BRW110172,42,Female,Kwara,Artisan/Repairs,5.6,44100,80,104500,83000,3,9.74,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,45,82.0,0
BRW110173,55,Male,Delta,Electronics/Phone Accessories,2.4,32300,38,160600,72000,3,11.84,1,0,1,Urban,POS Agent,0,1,58,36.7,0
BRW110174,65,Female,Edo,Agriculture,3.4,33200,42,112400,73000,9,9.59,0,1,1,Urban,POS Agent,0,0,88,74.7,0
BRW110175,37,Female,Kwara,Services (Salon/Barbing etc.),0.8,22100,9,33400,47000,6,10.55,1,0,1,Urban,POS Agent,1,1,58,78.3,0
BRW110176,53,Female,Oyo,Trading/Retail,2.1,26400,36,108100,16000,3,9.01,0,1,1,Urban,POS Agent,1,1,86,61.8,0
BRW110177,62,Female,Edo,Services (Salon/Barbing etc.),7.1,29300,101,524200,65000,3,3.48,3,0,1,Urban,POS Agent,1,0,37,67.5,1
BRW110178,57,Male,Abuja (FCT),Agriculture,4.2,36100,40,93500,24000,6,10.42,0,1,1,Rural,Mobile App,0,0,115,100.0,0
BRW110179,31,Female,Kwara,Transport/Logistics,2.8,101400,53,225800,148000,6,5.54,2,0,1,Urban,Mobile App,0,1,34,61.8,0
BRW110180,57,Male,Delta,Trading/Retail,6.1,68100,95,132600,165000,3,8.51,0,0,1,Rural,POS Agent,1,1,25,57.8,0
BRW110181,37,Female,Rivers,Trading/Retail,4.6,29600,65,360300,70000,9,9.1,0,0,1,Rural,Mobile App,1,0,45,66.8,0
BRW110182,18,Female,Lagos,Artisan/Repairs,7.5,20400,108,442200,10000,9,9.94,1,0,0,Urban,POS Agent,0,1,126,50.0,1
BRW110183,54,Female,Delta,Electronics/Phone Accessories,1.2,29600,19,40100,69000,3,4.0,0,0,1,Urban,Mobile App,0,1,26,76.5,0
BRW110184,58,Male,Oyo,Trading/Retail,4.8,108600,81,223800,94000,1,3.31,3,0,1,Urban,Mobile App,0,0,20,100.0,0
BRW110185,34,Female,Ogun,Services (Salon/Barbing etc.),4.1,70600,53,50300,170000,2,7.87,0,0,0,Urban,Mobile App,0,1,57,87.7,0
BRW110186,39,Male,Anambra,Services (Salon/Barbing etc.),6.9,44400,102,563400,16000,2,6.46,1,0,1,Rural,POS Agent,1,0,106,80.7,0
BRW110187,35,Male,Abuja (FCT),Artisan/Repairs,1.9,48600,27,94800,16000,1,8.59,2,0,1,Rural,POS Agent,0,0,16,67.4,0
BRW110188,23,Female,Kaduna,Fashion & Tailoring,5.1,92000,84,384800,171000,1,6.3,0,0,1,Urban,Mobile App,1,1,68,66.1,1
BRW110189,65,Male,Delta,Electronics/Phone Accessories,0.1,48400,9,35800,26000,6,10.55,1,1,1,Urban,POS Agent,0,0,80,82.8,0
BRW110190,19,Male,Anambra,Transport/Logistics,6.6,170400,114,544100,112000,3,9.36,0,1,1,Urban,Bank Branch,0,0,43,90.5,1
BRW110191,44,Female,Lagos,Agriculture,5.6,51300,74,76500,121000,9,4.4,0,1,1,Urban,Mobile App,0,1,23,100.0,0
BRW110192,18,Female,Edo,Electronics/Phone Accessories,1.5,29400,23,119700,46000,9,7.94,2,1,1,Urban,POS Agent,0,1,50,65.3,0
BRW110193,51,Female,Enugu,Fashion & Tailoring,3.4,16100,59,236800,10000,1,8.44,0,0,1,Urban,Bank Branch,0,1,16,75.8,0
BRW110194,61,Female,Oyo,Food & Provisions,1.3,62500,14,16800,118000,2,3.73,0,1,0,Urban,Cooperative (Esusu/Ajo),1,1,69,97.1,1
BRW110195,48,Female,Abuja (FCT),Agriculture,4.1,43700,59,105800,66000,3,4.55,0,1,1,Urban,POS Agent,0,1,72,77.9,0
BRW110196,47,Male,Kano,Food & Provisions,6.4,29300,79,167500,26000,6,9.25,1,0,1,Rural,Cooperative (Esusu/Ajo),1,0,34,66.6,0
BRW110197,57,Male,Oyo,Artisan/Repairs,6.1,71700,79,177800,127000,3,5.77,1,1,1,Rural,Mobile App,1,0,33,65.9,0
BRW110198,64,Female,Oyo,Electronics/Phone Accessories,4.7,56900,59,343200,134000,3,8.9,1,0,1,Urban,POS Agent,1,0,80,52.1,0
BRW110199,59,Female,Edo,Food & Provisions,0.8,38100,22,17800,82000,1,11.01,0,0,1,Urban,POS Agent,0,1,56,61.0,1
BRW110200,29,Male,Osun,Transport/Logistics,5.2,58000,87,92700,99000,12,11.42,2,0,1,Urban,Mobile App,0,1,91,90.9,1
BRW110201,45,Male,Kwara,Trading/Retail,5.0,45500,72,369800,52000,3,4.85,0,0,1,Urban,POS Agent,0,0,49,92.5,0
BRW110202,57,Female,Kano,Agriculture,6.0,81500,90,215800,162000,3,3.06,0,0,0,Rural,Cooperative (Esusu/Ajo),0,1,51,81.4,0
BRW110203,32,Female,Lagos,Transport/Logistics,1.8,51500,23,77700,62000,2,9.02,2,1,1,Urban,Cooperative (Esusu/Ajo),0,1,24,34.1,1
BRW110204,50,Female,Kwara,Trading/Retail,2.4,39700,37,51200,77000,1,11.99,0,1,1,Urban,Mobile App,0,1,9,86.3,0
BRW110205,19,Female,Delta,Fashion & Tailoring,13.0,97300,218,733100,120000,2,11.41,1,0,1,Urban,Mobile App,0,0,87,72.3,0
BRW110206,60,Female,Ogun,Trading/Retail,1.2,27200,10,34200,18000,3,5.53,0,0,1,Urban,POS Agent,0,1,32,60.2,0
